transaccion_id,fecha,año,mes,dia,dia_semana,semana_año,cliente_id,nombre_cliente,tipo_cliente,segmento_cliente,ciudad,producto_id,nombre_producto,categoria_producto,subcategoria_producto,canal_venta,cantidad,precio_lista,descuento_porcentaje,precio_unitario,costo_unitario,costo_total,ingreso_total,utilidad_bruta,margen_porcentaje,vendedor_id,vendedor_nombre,metodo_pago,dias_entrega,devolucion,evento_id,campana
TRX-2024-00883,2024-04-06,2024,4,6,Saturday,14,CLI-FINAL-008,Sofía Vargas,B2C,Consumidor Final,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Duty Free,2,180.0,0.0,180.0,75.0,150.0,360.0,210.0,58.33,VEN-001,Carlos Mendoza,Tarjeta Crédito,4,False,,
TRX-2024-00884,2024-04-06,2024,4,6,Saturday,14,CLI-BAR-003,Istmo Brew Pub,B2B,Bar Top,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Ecommerce,16,180.0,0.0,180.0,75.0,1200.0,2880.0,1680.0,58.33,VEN-001,Carlos Mendoza,Transferencia,4,True,,
TRX-2024-00885,2024-04-06,2024,4,6,Saturday,14,CLI-SUP-006,Super Centro Santiago,B2B,Supermercado,Santiago,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,93,22.0,5.0,20.9,9.0,837.0,1943.7,1106.7,56.94,VEN-005,Luuis Castillo,Tarjeta Crédito,1,True,,
TRX-2024-00886,2024-04-06,2024,4,6,Saturday,14,CLI-H4-010,Hotel Guayacanes,B2B,Hotel 4 Estrellas,Boquete,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,6,68.0,0.0,68.0,28.0,168.0,408.0,240.0,58.82,VEN-001,Carlos Mendoza,Transferencia,5,False,,
TRX-2024-00887,2024-04-06,2024,4,6,Saturday,14,CLI-SUP-002,Rey Multiplaza,B2B,Supermercado,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,51,18.0,5.0,17.1,7.5,382.5,872.1,489.6,56.14,VEN-002,María Gonzáles,Tarjeta Crédito,4,False,,
TRX-2024-00888,2024-04-06,2024,4,6,Saturday,14,CLI-CONV-002,Delta Costa del Este,B2B,Tienda Conveniencia,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,17,32.0,0.0,32.0,14.0,238.0,544.0,306.0,56.25,VEN-002,María Gonzáles,Transferencia,2,False,,
TRX-2024-00889,2024-04-07,2024,4,7,Sunday,14,CLI-RG-005,Fonda Lo Que Hay,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,6,68.0,0.0,68.0,28.0,168.0,408.0,240.0,58.82,VEN-002,María Gonzáles,Transferencia,4,False,,
TRX-2024-00890,2024-04-07,2024,4,7,Sunday,14,CLI-SUP-006,Super Centro Santiago,B2B,Supermercado,Santiago,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,60,18.0,5.0,17.1,7.5,450.0,1026.0,576.0,56.14,VEN-005,Luuis Castillo,Transferencia,3,False,,
TRX-2024-00891,2024-04-07,2024,4,7,Sunday,14,CLI-LIC-001,La Europea Premium,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,44,32.0,0.0,32.0,14.0,616.0,1408.0,792.0,56.25,VEN-002,María Gonzáles,Crédito 30 días,1,False,,
TRX-2024-00892,2024-04-07,2024,4,7,Sunday,14,CLI-FINAL-010,Valentina Díaz,B2C,Consumidor Final,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Duty Free,1,180.0,0.0,180.0,75.0,75.0,180.0,105.0,58.33,VEN-001,Carlos Mendoza,Efectivo,2,False,,
TRX-2024-00893,2024-04-07,2024,4,7,Sunday,14,CLI-BAR-002,La Rana Dorada,B2B,Bar Top,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Ecommerce,5,65.0,0.0,65.0,28.0,140.0,325.0,185.0,56.92,VEN-001,Carlos Mendoza,Tarjeta Crédito,2,False,,
TRX-2024-00894,2024-04-07,2024,4,7,Sunday,14,CLI-SUP-002,Rey Multiplaza,B2B,Supermercado,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,94,18.0,15.76,15.16,7.5,705.0,1425.34,720.34,50.54,VEN-001,Carlos Mendoza,Tarjeta Crédito,1,True,,
TRX-2024-00895,2024-04-07,2024,4,7,Sunday,14,CLI-LIC-008,Licores Premium David,B2B,Licorería Especializada,David,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Retail Moderno,29,42.0,0.0,42.0,18.0,522.0,1218.0,696.0,57.14,VEN-004,Ana Pérez,Transferencia,2,False,,
TRX-2024-00896,2024-04-08,2024,4,8,Monday,15,CLI-LIC-006,El Bodegón,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Retail Moderno,45,42.0,0.0,42.0,18.0,810.0,1890.0,1080.0,57.14,VEN-001,Carlos Mendoza,Crédito 30 días,2,False,,
TRX-2024-00897,2024-04-08,2024,4,8,Monday,15,CLI-CORP-002,Copa Airlines,B2B,Corporativo,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Corporativo,70,180.0,5.48,170.13,75.0,5250.0,11909.02,6659.02,55.92,VEN-002,María Gonzáles,Transferencia,2,False,,
TRX-2024-00898,2024-04-08,2024,4,8,Monday,15,CLI-LIC-005,Licorería Premium Costa del Este,B2B,Licorería Especializada,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Retail Moderno,29,18.0,0.99,17.82,7.5,217.5,516.84,299.34,57.92,VEN-001,Carlos Mendoza,Crédito 30 días,2,False,,
TRX-2024-00899,2024-04-08,2024,4,8,Monday,15,CLI-RG-013,Il Baretto,B2B,Restaurante Gourmet,Coronado,RCP-KIT-DEG,Kit Degustación Premium,Gift,Gift,Ecommerce,11,48.0,0.0,48.0,22.0,242.0,528.0,286.0,54.17,VEN-002,María Gonzáles,Transferencia,3,False,,
TRX-2024-00900,2024-04-08,2024,4,8,Monday,15,CLI-SUP-005,El Machetazo Colón,B2B,Supermercado,Colón,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,119,18.0,5.0,17.1,7.5,892.5,2034.9,1142.4,56.14,VEN-003,Roberto Chen,Transferencia,1,False,,
TRX-2024-00901,2024-04-08,2024,4,8,Monday,15,CLI-BAR-005,Lounge Bar Raices,B2B,Bar Top,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Ecommerce,22,65.0,0.0,65.0,28.0,616.0,1430.0,814.0,56.92,VEN-002,María Gonzáles,Crédito 30 días,5,False,,
TRX-2024-00902,2024-04-09,2024,4,9,Tuesday,15,CLI-RG-013,Il Baretto,B2B,Restaurante Gourmet,Coronado,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Horeca Premium,15,180.0,8.67,164.39,75.0,1125.0,2465.87,1340.87,54.38,VEN-001,Carlos Mendoza,Transferencia,2,False,,
TRX-2024-00903,2024-04-09,2024,4,9,Tuesday,15,CLI-RG-007,Tantalo Kitchen,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Horeca Premium,15,85.0,0.0,85.0,36.0,540.0,1275.0,735.0,57.65,VEN-001,Carlos Mendoza,Transferencia,5,False,,
TRX-2024-00904,2024-04-09,2024,4,9,Tuesday,15,CLI-H4-003,Hotel Riande Continental,B2B,Hotel 4 Estrellas,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,7,68.0,12.72,59.35,28.0,196.0,415.44,219.44,52.82,VEN-002,María Gonzáles,Tarjeta Crédito,4,False,,
TRX-2024-00905,2024-04-09,2024,4,9,Tuesday,15,CLI-RG-004,Intimo,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,17,68.0,0.0,68.0,28.0,476.0,1156.0,680.0,58.82,VEN-002,María Gonzáles,Transferencia,3,False,,
TRX-2024-00906,2024-04-09,2024,4,9,Tuesday,15,CLI-SUP-005,El Machetazo Colón,B2B,Supermercado,Colón,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,44,18.0,0.0,18.0,7.5,330.0,792.0,462.0,58.33,VEN-003,Roberto Chen,Crédito 30 días,1,False,,
TRX-2024-00907,2024-04-09,2024,4,9,Tuesday,15,CLI-LIC-009,Licorería Central Colón,B2B,Licorería Especializada,Colón,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,20,32.0,0.0,32.0,14.0,280.0,640.0,360.0,56.25,VEN-003,Roberto Chen,Crédito 30 días,1,False,,
TRX-2024-00908,2024-04-09,2024,4,9,Tuesday,15,CLI-SUP-002,Rey Multiplaza,B2B,Supermercado,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,44,18.0,0.0,18.0,7.5,330.0,792.0,462.0,58.33,VEN-002,María Gonzáles,Transferencia,5,False,,
TRX-2024-00909,2024-04-09,2024,4,9,Tuesday,15,CLI-H5-001,Hotel Bristol Panamá,B2B,Hotel 5 Estrellas,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,24,42.0,0.0,42.0,18.0,432.0,1008.0,576.0,57.14,VEN-001,Carlos Mendoza,Tarjeta Crédito,4,False,,
TRX-2024-00910,2024-04-09,2024,4,9,Tuesday,15,CLI-LIC-006,El Bodegón,B2B,Licorería Especializada,Ciudad de Panamá,RCP-RE-750,Ron Caña Reserva Especial,Añejo,Core,Retail Moderno,32,38.0,0.0,38.0,16.5,528.0,1216.0,688.0,56.58,VEN-001,Carlos Mendoza,Tarjeta Crédito,5,False,,
TRX-2024-00911,2024-04-10,2024,4,10,Wednesday,15,CLI-SUP-005,El Machetazo Colón,B2B,Supermercado,Colón,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,117,18.0,22.13,14.02,7.5,877.5,1639.87,762.37,46.49,VEN-003,Roberto Chen,Transferencia,5,False,,
TRX-2024-00912,2024-04-10,2024,4,10,Wednesday,15,CLI-BAR-003,Istmo Brew Pub,B2B,Bar Top,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,15,68.0,0.0,68.0,28.0,420.0,1020.0,600.0,58.82,VEN-002,María Gonzáles,Transferencia,4,False,,
TRX-2024-00913,2024-04-10,2024,4,10,Wednesday,15,CLI-CONV-001,Delta Vía España,B2B,Tienda Conveniencia,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,20,32.0,0.0,32.0,14.0,280.0,640.0,360.0,56.25,VEN-001,Carlos Mendoza,Transferencia,2,False,,
TRX-2024-00914,2024-04-10,2024,4,10,Wednesday,15,CLI-SUP-001,Super 99 Central,B2B,Supermercado,Ciudad de Panamá,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,116,22.0,5.0,20.9,9.0,1044.0,2424.4,1380.4,56.94,VEN-001,Carlos Mendoza,Transferencia,5,False,,
TRX-2024-00915,2024-04-10,2024,4,10,Wednesday,15,CLI-RG-003,Donde José,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,22,68.0,0.0,68.0,28.0,616.0,1496.0,880.0,58.82,VEN-001,Carlos Mendoza,Crédito 30 días,2,True,,
TRX-2024-00916,2024-04-10,2024,4,10,Wednesday,15,CLI-SUP-002,Rey Multiplaza,B2B,Supermercado,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,49,18.0,0.0,18.0,7.5,367.5,882.0,514.5,58.33,VEN-002,María Gonzáles,Transferencia,5,False,,
TRX-2024-00917,2024-04-10,2024,4,10,Wednesday,15,CLI-LIC-004,Vinoteca 507,B2B,Licorería Especializada,Ciudad de Panamá,RCP-RE-750,Ron Caña Reserva Especial,Añejo,Core,Retail Moderno,16,38.0,0.0,38.0,16.5,264.0,608.0,344.0,56.58,VEN-002,María Gonzáles,Crédito 30 días,1,False,,
TRX-2024-00918,2024-04-10,2024,4,10,Wednesday,15,CLI-FINAL-009,Andrés Castro,B2C,Consumidor Final,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Duty Free,3,68.0,0.0,68.0,28.0,84.0,204.0,120.0,58.82,VEN-001,Carlos Mendoza,Tarjeta Crédito,1,False,,
TRX-2024-00919,2024-04-10,2024,4,10,Wednesday,15,CLI-RG-001,Manolo Caracol,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-RE-750,Ron Caña Reserva Especial,Añejo,Core,Horeca Premium,10,38.0,1.78,37.33,16.5,165.0,373.25,208.25,55.79,VEN-002,María Gonzáles,Transferencia,4,False,,
TRX-2024-00920,2024-04-10,2024,4,10,Wednesday,15,CLI-SUP-006,Super Centro Santiago,B2B,Supermercado,Santiago,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,107,18.0,5.0,17.1,7.5,802.5,1829.7,1027.2,56.14,VEN-005,Luuis Castillo,Transferencia,2,False,,
TRX-2024-00921,2024-04-11,2024,4,11,Thursday,15,CLI-FINAL-010,Valentina Díaz,B2C,Consumidor Final,Ciudad de Panamá,RCP-XO18-750,Ron Caña XO 18 Años,Ultra Premium,Ultra Premium,Ecommerce,1,245.0,0.0,245.0,105.0,105.0,245.0,140.0,57.14,VEN-001,Carlos Mendoza,Transferencia,3,False,,
TRX-2024-00922,2024-04-11,2024,4,11,Thursday,15,CLI-RG-006,La Posta,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-KIT-DEG,Kit Degustación Premium,Gift,Gift,Ecommerce,12,48.0,18.86,38.95,22.0,264.0,467.37,203.37,43.51,VEN-001,Carlos Mendoza,Crédito 30 días,4,False,,
TRX-2024-00923,2024-04-11,2024,4,11,Thursday,15,CLI-SUP-004,Super 99 David,B2B,Supermercado,David,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,112,18.0,5.0,17.1,7.5,840.0,1915.2,1075.2,56.14,VEN-004,Ana Pérez,Crédito 30 días,3,False,,
TRX-2024-00924,2024-04-11,2024,4,11,Thursday,15,CLI-FINAL-006,Laura Sánchez,B2C,Consumidor Final,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Duty Free,1,180.0,0.0,180.0,75.0,75.0,180.0,105.0,58.33,VEN-002,María Gonzáles,Tarjeta Crédito,2,False,,
TRX-2024-00925,2024-04-11,2024,4,11,Thursday,15,CLI-SUP-001,Super 99 Central,B2B,Supermercado,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Supermercados,87,68.0,5.0,64.6,28.0,2436.0,5620.2,3184.2,56.66,VEN-002,María Gonzáles,Transferencia,4,False,,
TRX-2024-00926,2024-04-11,2024,4,11,Thursday,15,CLI-RG-004,Intimo,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,8,68.0,0.0,68.0,28.0,224.0,544.0,320.0,58.82,VEN-001,Carlos Mendoza,Tarjeta Crédito,2,False,,
TRX-2024-00927,2024-04-11,2024,4,11,Thursday,15,CLI-RG-001,Manolo Caracol,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,9,42.0,0.0,42.0,18.0,162.0,378.0,216.0,57.14,VEN-001,Carlos Mendoza,Transferencia,3,False,,
TRX-2024-00928,2024-04-11,2024,4,11,Thursday,15,CLI-H4-004,Best Western Plus,B2B,Hotel 4 Estrellas,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,7,68.0,0.0,68.0,28.0,196.0,476.0,280.0,58.82,VEN-002,María Gonzáles,Tarjeta Crédito,1,False,,
TRX-2024-00929,2024-04-12,2024,4,12,Friday,15,CLI-H5-001,Hotel Bristol Panamá,B2B,Hotel 5 Estrellas,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,19,42.0,5.54,39.67,18.0,342.0,753.81,411.81,54.63,VEN-002,María Gonzáles,Transferencia,5,False,,
TRX-2024-00930,2024-04-12,2024,4,12,Friday,15,CLI-H5-001,Hotel Bristol Panamá,B2B,Hotel 5 Estrellas,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,34,68.0,5.28,64.41,28.0,952.0,2189.83,1237.83,56.53,VEN-001,Carlos Mendoza,Tarjeta Crédito,2,False,,
TRX-2024-00931,2024-04-12,2024,4,12,Friday,15,CLI-SUP-003,Riba Smith Paitilla,B2B,Supermercado,Ciudad de Panamá,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,115,22.0,5.0,20.9,9.0,1035.0,2403.5,1368.5,56.94,VEN-002,María Gonzáles,Crédito 30 días,5,False,,
TRX-2024-00932,2024-04-12,2024,4,12,Friday,15,CLI-SUP-006,Super Centro Santiago,B2B,Supermercado,Santiago,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,98,22.0,5.0,20.9,9.0,882.0,2048.2,1166.2,56.94,VEN-005,Luuis Castillo,Crédito 30 días,4,False,,
TRX-2024-00933,2024-04-12,2024,4,12,Friday,15,CLI-BAR-004,Unplugged,B2B,Bar Top,Ciudad de Panamá,RCP-A5-375,Ron Caña Añejo 5 Años,Añejo,Core,Horeca Premium,4,18.0,0.0,18.0,8.0,32.0,72.0,40.0,55.56,VEN-001,Carlos Mendoza,Crédito 30 días,3,False,,
TRX-2024-00934,2024-04-12,2024,4,12,Friday,15,CLI-RG-008,Makoto,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Ecommerce,12,65.0,0.0,65.0,28.0,336.0,780.0,444.0,56.92,VEN-001,Carlos Mendoza,Transferencia,3,False,,
TRX-2024-00935,2024-04-12,2024,4,12,Friday,15,CLI-SUP-001,Super 99 Central,B2B,Supermercado,Ciudad de Panamá,RCP-RE-750,Ron Caña Reserva Especial,Añejo,Core,Supermercados,26,38.0,0.0,38.0,16.5,429.0,988.0,559.0,56.58,VEN-001,Carlos Mendoza,Crédito 30 días,3,False,,
TRX-2024-00936,2024-04-13,2024,4,13,Saturday,15,CLI-CORP-003,Banco General,B2B,Corporativo,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Corporativo,59,180.0,5.0,171.0,75.0,4425.0,10089.0,5664.0,56.14,VEN-001,Carlos Mendoza,Tarjeta Crédito,5,False,,
TRX-2024-00937,2024-04-13,2024,4,13,Saturday,15,CLI-FINAL-008,Sofía Vargas,B2C,Consumidor Final,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Ecommerce,2,180.0,0.0,180.0,75.0,150.0,360.0,210.0,58.33,VEN-001,Carlos Mendoza,Efectivo,3,False,,
TRX-2024-00938,2024-04-13,2024,4,13,Saturday,15,CLI-CONV-005,Minisuper Express Colón,B2B,Tienda Conveniencia,Colón,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Retail Moderno,13,42.0,0.0,42.0,18.0,234.0,546.0,312.0,57.14,VEN-003,Roberto Chen,Transferencia,4,False,,
TRX-2024-00939,2024-04-13,2024,4,13,Saturday,15,CLI-CONV-004,Delta David,B2B,Tienda Conveniencia,David,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Retail Moderno,15,18.0,0.0,18.0,7.5,112.5,270.0,157.5,58.33,VEN-004,Ana Pérez,Transferencia,4,False,,
TRX-2024-00940,2024-04-13,2024,4,13,Saturday,15,CLI-SUP-005,El Machetazo Colón,B2B,Supermercado,Colón,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,110,18.0,5.0,17.1,7.5,825.0,1881.0,1056.0,56.14,VEN-003,Roberto Chen,Crédito 30 días,2,False,,
TRX-2024-00941,2024-04-13,2024,4,13,Saturday,15,CLI-SUP-005,El Machetazo Colón,B2B,Supermercado,Colón,RCP-RE-750,Ron Caña Reserva Especial,Añejo,Core,Supermercados,100,38.0,5.0,36.1,16.5,1650.0,3610.0,1960.0,54.29,VEN-003,Roberto Chen,Transferencia,1,False,,
TRX-2024-00942,2024-04-13,2024,4,13,Saturday,15,CLI-H5-008,The Haven & Spa,B2B,Hotel 5 Estrellas,Coronado,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,7,42.0,6.3,39.35,18.0,126.0,275.48,149.48,54.26,VEN-001,Carlos Mendoza,Crédito 30 días,1,False,,
TRX-2024-00943,2024-04-13,2024,4,13,Saturday,15,CLI-BAR-004,Unplugged,B2B,Bar Top,Ciudad de Panamá,RCP-KIT-DEG,Kit Degustación Premium,Gift,Gift,Ecommerce,21,48.0,0.0,48.0,22.0,462.0,1008.0,546.0,54.17,VEN-001,Carlos Mendoza,Transferencia,3,False,,
TRX-2024-00944,2024-04-13,2024,4,13,Saturday,15,CLI-SUP-005,El Machetazo Colón,B2B,Supermercado,Colón,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,49,22.0,0.0,22.0,9.0,441.0,1078.0,637.0,59.09,VEN-003,Roberto Chen,Crédito 30 días,2,False,,
TRX-2024-00945,2024-04-13,2024,4,13,Saturday,15,CLI-FINAL-010,Valentina Díaz,B2C,Consumidor Final,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Ecommerce,2,65.0,0.0,65.0,28.0,56.0,130.0,74.0,56.92,VEN-001,Carlos Mendoza,Tarjeta Crédito,5,False,,
TRX-2024-00946,2024-04-13,2024,4,13,Saturday,15,CLI-SUP-005,El Machetazo Colón,B2B,Supermercado,Colón,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,35,18.0,0.0,18.0,7.5,262.5,630.0,367.5,58.33,VEN-003,Roberto Chen,Transferencia,1,False,,
TRX-2024-00947,2024-04-13,2024,4,13,Saturday,15,CLI-LIC-008,Licores Premium David,B2B,Licorería Especializada,David,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Retail Moderno,41,18.0,5.76,16.96,7.5,307.5,695.46,387.96,55.78,VEN-004,Ana Pérez,Transferencia,3,False,,
TRX-2024-00948,2024-04-13,2024,4,13,Saturday,15,CLI-FINAL-004,Ana Martínez,B2C,Consumidor Final,Ciudad de Panamá,RCP-RE-750,Ron Caña Reserva Especial,Añejo,Core,Ecommerce,2,38.0,0.0,38.0,16.5,33.0,76.0,43.0,56.58,VEN-002,María Gonzáles,Transferencia,3,False,,
TRX-2024-00949,2024-04-14,2024,4,14,Sunday,15,CLI-LIC-007,Licorería El Padrino,B2B,Licorería Especializada,David,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Retail Moderno,37,42.0,0.0,42.0,18.0,666.0,1554.0,888.0,57.14,VEN-004,Ana Pérez,Crédito 30 días,4,False,,
TRX-2024-00950,2024-04-14,2024,4,14,Sunday,15,CLI-LIC-009,Licorería Central Colón,B2B,Licorería Especializada,Colón,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,48,32.0,3.96,30.73,14.0,672.0,1475.2,803.2,54.45,VEN-003,Roberto Chen,Tarjeta Crédito,2,False,,
TRX-2024-00951,2024-04-14,2024,4,14,Sunday,15,CLI-SUP-003,Riba Smith Paitilla,B2B,Supermercado,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,114,18.0,5.0,17.1,7.5,855.0,1949.4,1094.4,56.14,VEN-001,Carlos Mendoza,Tarjeta Crédito,3,False,,
TRX-2024-00952,2024-04-14,2024,4,14,Sunday,15,CLI-SUP-002,Rey Multiplaza,B2B,Supermercado,Ciudad de Panamá,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,35,22.0,0.0,22.0,9.0,315.0,770.0,455.0,59.09,VEN-001,Carlos Mendoza,Tarjeta Crédito,1,False,,
TRX-2024-00953,2024-04-14,2024,4,14,Sunday,15,CLI-CORP-002,Copa Airlines,B2B,Corporativo,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Corporativo,73,180.0,5.0,171.0,75.0,5475.0,12483.0,7008.0,56.14,VEN-001,Carlos Mendoza,Crédito 30 días,1,False,,
TRX-2024-00954,2024-04-14,2024,4,14,Sunday,15,CLI-SUP-002,Rey Multiplaza,B2B,Supermercado,Ciudad de Panamá,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,26,22.0,0.0,22.0,9.0,234.0,572.0,338.0,59.09,VEN-002,María Gonzáles,Transferencia,1,False,,
TRX-2024-00955,2024-04-14,2024,4,14,Sunday,15,CLI-H4-002,Hotel Isla Verde,B2B,Hotel 4 Estrellas,Ciudad de Panamá,RCP-XO18-750,Ron Caña XO 18 Años,Ultra Premium,Ultra Premium,Horeca Premium,26,245.0,0.0,245.0,105.0,2730.0,6370.0,3640.0,57.14,VEN-001,Carlos Mendoza,Tarjeta Crédito,4,False,,
TRX-2024-00956,2024-04-14,2024,4,14,Sunday,15,CLI-H4-007,City of David Hotel,B2B,Hotel 4 Estrellas,David,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,10,42.0,0.0,42.0,18.0,180.0,420.0,240.0,57.14,VEN-004,Ana Pérez,Crédito 30 días,4,False,,
TRX-2024-00957,2024-04-14,2024,4,14,Sunday,15,CLI-LIC-009,Licorería Central Colón,B2B,Licorería Especializada,Colón,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Retail Moderno,45,18.0,0.0,18.0,7.5,337.5,810.0,472.5,58.33,VEN-003,Roberto Chen,Transferencia,2,False,,
TRX-2024-00958,2024-04-14,2024,4,14,Sunday,15,CLI-BAR-006,Barlovento,B2B,Bar Top,Bocas del Toro,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Ecommerce,6,180.0,0.0,180.0,75.0,450.0,1080.0,630.0,58.33,VEN-002,María Gonzáles,Crédito 30 días,2,False,,
TRX-2024-00959,2024-04-14,2024,4,14,Sunday,15,CLI-FINAL-010,Valentina Díaz,B2C,Consumidor Final,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Ecommerce,3,180.0,0.44,179.2,75.0,225.0,537.61,312.61,58.15,VEN-001,Carlos Mendoza,Tarjeta Crédito,1,False,,
